iter	Logloss
354	0.0763741097
355	0.07625155605
356	0.07602557102
357	0.07592284526
358	0.07572957192
359	0.0756135247
360	0.07543754135
361	0.07524727471
362	0.07512716755
363	0.07501780578
364	0.07483427404
365	0.07473576774
366	0.07453050692
367	0.07439431556
368	0.07427724012
369	0.07417679222
370	0.07401610482
371	0.07384093365
372	0.07370623181
373	0.07359177958
374	0.07343814803
375	0.07331800406
376	0.07308776541
377	0.07298917326
378	0.07284251783
379	0.07268948152
380	0.07258501513
381	0.07248200918
382	0.07241257178
383	0.07231773495
384	0.07218238514
385	0.07200694412
386	0.07189788658
387	0.0717349287
388	0.07164003834
389	0.07140446101
390	0.07131398661
391	0.07113356125
392	0.07106237015
393	0.07094734872
394	0.07078114286
395	0.07071649735
396	0.07054750137
397	0.07049725899
398	0.07035766732
399	0.07026963119
400	0.07016991294
401	0.07013280252
402	0.06991626834
403	0.06975567809
404	0.06965773616
405	0.06944402002
406	0.06938288376
407	0.06924543814
408	0.06909100359
409	0.06897529752
410	0.06880348431
411	0.06867048663
412	0.06856832979
413	0.06843756799
414	0.06837828759
415	0.06819662752
416	0.06813847801
417	0.06802006095
418	0.0677862775
419	0.06764569234
420	0.06741751975
421	0.06723362582
422	0.06713389848
423	0.06698089173
424	0.06682522718
425	0.06665395513
426	0.06645269365
427	0.06629515473
428	0.06619414939
429	0.06594203634
430	0.06580957058
431	0.06570108126
432	0.06556699234
433	0.06543428293
434	0.06530080556
435	0.06514506733
436	0.06503181877
437	0.06494253986
438	0.06476948358
439	0.06463870642
440	0.06459360604
441	0.06441354602
442	0.06421800381
443	0.06407174737
444	0.06395800343
445	0.06385595833
446	0.06374170913
447	0.0636400204
448	0.0635270245
449	0.06347028132
450	0.06332890493
451	0.06326913921
452	0.06306060238
453	0.0628844623
454	0.06281851901
455	0.06271965387
456	0.062642833
457	0.06249040987
458	0.06231974015
459	0.06220541448
460	0.06204864868
461	0.06189151493
462	0.0617539775
463	0.06162972116
464	0.06148318491
465	0.06138665422
466	0.06125739099
467	0.06115532295
468	0.06104792194
469	0.06090362805
470	0.06085601043
471	0.06070619997
472	0.06059284938
473	0.06055205361
474	0.06046791605
475	0.06032750054
476	0.06013243243
477	0.06001880877
478	0.05990534843
479	0.05979813391
480	0.05965446196
481	0.05955388774
482	0.0594675244
483	0.05930939818
484	0.05926397613
485	0.05920119284
486	0.05897618931
487	0.05888773857
488	0.05885608766
489	0.05878825254
490	0.05868025357
491	0.05855899451
492	0.05839242534
493	0.05832189314
494	0.05824472724
495	0.05814999985
496	0.05809314703
497	0.05794188827
498	0.05787942961
499	0.0577010864
500	0.05760687941
501	0.05746776974
502	0.05739773597
503	0.05730689332
504	0.05725923681
505	0.05715551636
506	0.05704639949
507	0.05691458601
508	0.0567935818
509	0.05670207439
510	0.0565979649
511	0.05654347202
512	0.05640069596
513	0.05627085992
514	0.0561444274
515	0.05607894652
516	0.05588807366
517	0.05584793832
518	0.05579497367
519	0.05573617922
520	0.05560165749
521	0.05555780994
522	0.05551296101
523	0.0553823408
524	0.05530607361
525	0.05521184788
526	0.05513764964
527	0.05504749785
528	0.05495812447
529	0.05480822212
530	0.05471521498
531	0.05465228782
532	0.05455631202
533	0.0544318527
534	0.05433807617
535	0.05420247808
536	0.05411664882
537	0.0540510299
538	0.05391496208
539	0.05381227936
540	0.05373692574
541	0.05356988929
542	0.0534568678
543	0.05334843639
544	0.05326574612
545	0.05315242374
546	0.05306893627
547	0.05299232048
548	0.05288431068
549	0.05273533826
550	0.05266498456
551	0.05261314696
552	0.05248663091
553	0.05240516551
554	0.0523412877
555	0.05216936832
556	0.05201642607
557	0.05196200884
558	0.0518831406
559	0.05174571445
560	0.05161767715
561	0.0515007164
562	0.0513399189
563	0.05125794293
564	0.05118571066
565	0.05112934208
566	0.05099668806
567	0.05084331138
568	0.05077527331
569	0.05068999569
570	0.05058593039
571	0.0505148228
572	0.05038854622
573	0.05031245691
574	0.05021412273
575	0.0501477688
576	0.05002236608
577	0.0499758863
578	0.04993644853
579	0.04987736495
580	0.04976501011
581	0.04972464808
582	0.04969097803
583	0.0495912516
584	0.04948444735
585	0.04943243232
586	0.04934166387
587	0.04926844079
588	0.04921235811
589	0.04910006992
590	0.04903923908
591	0.04892467829
592	0.04885446504
593	0.04872250277
594	0.04864111558
595	0.04856425698
596	0.04851356454
597	0.04844984866
598	0.04836242752
599	0.04821212494
600	0.04812247242
601	0.04803946015
602	0.04794059743
603	0.0479175865
604	0.04780953642
605	0.0477058383
606	0.04764787539
607	0.04751615685
608	0.04744495365
609	0.04740662516
610	0.0473679058
611	0.04733036448
612	0.04721244771
613	0.04714406858
614	0.04706231698
615	0.04703621606
616	0.0469602472
617	0.04687626146
618	0.04681323664
619	0.04674229323
620	0.04667490213
621	0.0466140657
622	0.04656998168
623	0.04644371578
624	0.04639140417
625	0.04632889189
626	0.04628964592
627	0.04625221458
628	0.04620343537
629	0.04614262382
630	0.04608147308
631	0.04600691535
632	0.04596942076
633	0.04590373839
634	0.04580507057
635	0.04571529854
636	0.0456874697
637	0.04557416644
638	0.04544499593
639	0.04537409068
640	0.04535159004
641	0.04527668941
642	0.04517235414
643	0.04513455409
644	0.04508960405
645	0.04500139691
646	0.0448953122
647	0.04485569609
648	0.04474176757
649	0.04470016343
650	0.04462274985
651	0.04459601017
652	0.04456870357
653	0.04451608555
654	0.0444276222
655	0.0443117989
656	0.04426642166
657	0.04416440707
658	0.04405409355
659	0.04396073144
660	0.04387801141
661	0.04380456559
662	0.04373960006
663	0.04368365569
664	0.0436054589
665	0.04349899681
666	0.04341336248
667	0.04332806568
668	0.04328809241
669	0.04321469236
670	0.04315742575
671	0.04309756642
672	0.04303966811
673	0.04299885162
674	0.04289310041
675	0.04283319488
676	0.04274266785
677	0.04266073589
678	0.04257972653
679	0.04249627812
680	0.04245474928
681	0.04237407729
682	0.04229557849
683	0.04225035538
684	0.04219179117
685	0.0421542923
686	0.04199592926
687	0.04190483107
688	0.04184388789
689	0.04178091219
690	0.04175288616
691	0.04167466536
692	0.04157937516
693	0.04143986059
694	0.04133666712
695	0.0412934027
696	0.04128779055
697	0.04123691439
698	0.04123335893
699	0.04119254656
700	0.04114134233
701	0.0410923386
702	0.04098655832
703	0.04089803664
704	0.04076569388
705	0.04071206215
706	0.0406361678
707	0.04059608217
708	0.04051969782
709	0.04046160334
710	0.04035922989
711	0.04028966162
712	0.04021278317
713	0.0401537835
714	0.04008345399
715	0.04000837835
716	0.03997867281
717	0.03985602261
718	0.03979177709
719	0.03972134405
720	0.03963644452
721	0.03961278513
722	0.03947664059
723	0.03939729374
724	0.03927402922
725	0.03923046284
726	0.03916358336
727	0.03912516439
728	0.03903990065
729	0.03899478658
730	0.03891265882
731	0.03882998018
732	0.03875271916
733	0.03867617816
734	0.03860929048
735	0.03852324045
736	0.03847892654
737	0.03844005889
738	0.03837644619
739	0.03834555875
740	0.03828724124
741	0.03824949982
742	0.03817394114
743	0.03815524196
744	0.03809854407
745	0.03803331857
746	0.0379203441
747	0.03781271934
748	0.03777832604
749	0.03770059871
750	0.03761100049
751	0.03759693712
752	0.03756398674
753	0.03754401162
754	0.03747745482
755	0.03741650923
756	0.03730596163
757	0.03725142174
758	0.03723148844
759	0.03718710003
760	0.03711111387
761	0.03704704938
762	0.03694699521
763	0.0369104203
764	0.03682366767
765	0.03673526674
766	0.03668788755
767	0.03659223127
768	0.0364649504
769	0.03641880461
770	0.03638154351
771	0.03633380289
772	0.03631504836
773	0.03626664594
774	0.0361587541
775	0.03606583616
776	0.03601822386
777	0.03597440259
778	0.03590592909
779	0.03584131527
780	0.03579639512
781	0.03572439334
782	0.03568217364
783	0.03563290219
784	0.03552731045
785	0.03544243154
786	0.03542954854
787	0.03538178625
788	0.03532305675
789	0.03529127345
790	0.03522674016
791	0.03518422035
792	0.035143466
793	0.03513377392
794	0.03508830703
795	0.03502551179
796	0.03494670699
797	0.03485181232
798	0.0347557637
799	0.03472802964
800	0.03466913391
801	0.03462002653
802	0.03456700278
803	0.03448239686
804	0.0344285432
805	0.03436315579
806	0.0342478196
807	0.03416762579
808	0.03412644645
809	0.03404075466
810	0.03397791638
811	0.03390438796
812	0.03387111581
813	0.03385612283
814	0.03380386259
815	0.0337314473
816	0.03368341762
817	0.03358282559
818	0.03351256941
819	0.03342949535
820	0.03334275839
821	0.03331586198
822	0.03324361402
823	0.03322928276
824	0.03314460525
825	0.03309510133
826	0.03306110332
827	0.0330006383
828	0.03292698728
829	0.03289622603
830	0.03283661541
831	0.03278544294
832	0.03270463551
833	0.03259308811
834	0.03254652824
835	0.03247335112
836	0.03241711204
837	0.03234581963
838	0.03230808551
839	0.03225874397
840	0.03218526451
841	0.03210340096
842	0.03208864089
843	0.0320115893
844	0.0319647714
845	0.03191772036
846	0.03185527369
847	0.03177121599
848	0.03172108731
849	0.03169919443
850	0.03163330494
851	0.03162549144
852	0.0315680923
853	0.0314882035
854	0.03145910201
855	0.03139051994
856	0.03134319103
857	0.03125690727
858	0.0312132858
859	0.03118899351
860	0.03114600791
861	0.03110759877
862	0.0310127266
863	0.03100039939
864	0.03093507042
865	0.03088111668
866	0.0308212472
867	0.03080058731
868	0.03076878865
869	0.03070146608
870	0.03067726272
871	0.03062943896
872	0.03056049968
873	0.03049597812
874	0.0304558329
875	0.03042722585
876	0.03039062264
877	0.03036393963
878	0.03029410352
879	0.03025822064
880	0.03018307883
881	0.03013719259
882	0.03008901915
883	0.03002985499
884	0.029988685
885	0.02993670771
886	0.02984284559
887	0.02983241362
888	0.02981261356
889	0.02975668748
890	0.02972133012
891	0.02968010665
892	0.02960978232
893	0.02955589678
894	0.02948531739
895	0.02946870422
896	0.02942549067
897	0.02941430824
898	0.02938127322
899	0.02933132227
900	0.02930973341
901	0.02927678026
902	0.0292659017
903	0.02921711356
904	0.0292020041
905	0.02914969339
906	0.02911411189
907	0.02905154532
908	0.02901565563
909	0.028996355
910	0.02892209145
911	0.02885718596
912	0.02882523159
913	0.02877808969
914	0.02877029899
915	0.02873314098
916	0.02868284846
917	0.02863859296
918	0.02860465606
919	0.02855029078
920	0.02848715082
921	0.02840266088
922	0.02836501044
923	0.02832551133
924	0.02827644539
925	0.02823778133
926	0.02819368986
927	0.02815893158
928	0.0281363725
929	0.02807291303
930	0.02805516544
931	0.02797081582
932	0.02791147202
933	0.02785394753
934	0.02784035456
935	0.02783388417
936	0.0278036476
937	0.02775382569
938	0.02767032414
939	0.0276488908
940	0.02763892237
941	0.02760531367
942	0.02757012828
943	0.02749120521
944	0.02747447139
945	0.0274187111
946	0.02738104872
947	0.02734387126
948	0.02729835523
949	0.02729217858
950	0.02727127439
951	0.02722772826
952	0.0271808113
953	0.02714446827
954	0.02712782059
955	0.02707308246
956	0.02701347187
957	0.02695332977
958	0.02692128242
959	0.02689017959
960	0.02685590723
961	0.02681848717
962	0.02681003083
963	0.02678040575
964	0.02672639652
965	0.02667442833
966	0.02663284703
967	0.02659433805
968	0.0265317824
969	0.02648354798
970	0.02644931739
971	0.02639104961
972	0.02635433489
973	0.02634507948
974	0.02629286344
975	0.02624943882
976	0.02622474853
977	0.02620628285
978	0.02616653539
979	0.02609589274
980	0.02602053369
981	0.02596190511
982	0.02593951017
983	0.02585606056
984	0.02581999877
985	0.02578139998
986	0.02577582419
987	0.02574583705
988	0.02567409871
989	0.02565352697
990	0.02560408981
991	0.02557419371
992	0.02553952569
993	0.02549296997
994	0.02545163985
995	0.02540307421
996	0.02538556578
997	0.02538022961
998	0.0253270502
999	0.02528110159
